Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
"economic,governance,health,environmental","health insurance,wealth tax,economic,tax,health,incomes,wealth","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,health insurance
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,education","black,loans,debt,default,student debt,borrowers,student,student debt crisis","education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,"student,student debt,student debt crisis,debt"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,economic","criminal justice,debt,middle income,criminal justice system,economy,criminal","economic,safety,social programs",0,correct label,0,0,0,0,0,0,0,correct label,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic",impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,american worker,economic,0,american worker,0,0,0,0,0,0,0,0,0,0
no topic,"workers,american workers,american worker",economic,0,"workers,american workers,american worker",0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,american worker,economic,0,american worker,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,governance",guns,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"governance,safety",guns,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"governance,safety",guns,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,school,education,0,0,school,0,0,0,0,0,0,0,0,0
no topic,school,education,0,0,school,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,academic,social programs,0,0,0,0,0,0,0,0,0,0,0,academic
no topic,school,education,0,0,school,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance,social programs,health","equal pay,guarantee health care,health care,economy,guarantee health,health,wages","economic,health,social cultural,social programs",0,correct label,0,0,0,0,correct label,0,0,0,equal pay,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social programs,health","guarantee health care,health care,prescription,prescription drug,health,guarantee health,economy,wages","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,health,safety,social cultural,economic","planned parenthood,equal pay,affordable child,wade,economic,roe,child care,roe v wade","economic,governance,social cultural,social programs",0,correct label,0,0,0,correct label,0,0,0,0,correct label,"affordable child,child care"
"health,social programs,economic","guarantee health care,drug prices,medicare,health care,medicare for all,health,guarantee health,pharmaceutical industry","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"environmental,foreign policy","climate change,climate,diplomacy,foreign","environmental,foreign policy",0,0,0,correct label,correct label,0,0,0,0,0,0,0
social cultural,color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,economic","small business,immigration system,immigration","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,latino,social cultural,0,0,0,0,0,0,0,0,0,0,latino,0
"environmental,military,foreign policy","climate crisis,climate change,climate,foreign","environmental,foreign policy",0,0,0,correct label,correct label,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,environmental,governance,health,social cultural,economic","climate change,education system,education,health care,care costs,economic,health,climate,health care costs,racial","economic,education,environmental,health,social cultural,social programs",0,correct label,correct label,correct label,0,0,correct label,0,0,0,correct label,"care costs,health care,education system,health care costs"
economic,living wage,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"emissions,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,"economy,businessman",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,social cultural,safety","criminal justice,bail,incarcerated,criminal justice system,racism,cash bail,criminal,racial","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
safety,"gun,gun control,comprehensive gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"health,environmental","polluting,environment",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,health,economic","climate change,health care,care costs,economic,health,climate,health care costs","economic,environmental,health,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,0,"care costs,health care,health care costs"
"immigration,social cultural","immigrants,immigration policy,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social programs,health","affordable health care,public option,health care,health,affordable health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
immigration,"immigration system,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"environmental,immigration","climate crisis,climate,immigration system,immigration","environmental,immigration",0,0,0,correct label,0,0,0,correct label,0,0,0,0
economic,"economy,tax,tax plan",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"living wage,economy,prosperity",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"fossil fuels,climate change,climate crisis,climate,fossil",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"jobs,economy,prosperity",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,foreign,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"environmental,health,economic","health care,care costs,economic,health,environment,health care costs","economic,environmental,health,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,0,"care costs,health care,health care costs"
economic,"economy,businessman",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
safety,"criminal,criminal justice,criminal justice system,incarcerated",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"economic,immigration","immigrants,economy","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
"immigration,social cultural","political power,immigration system,broken immigration,base,immigration,immigrants","governance,immigration,military",0,0,0,0,0,political power,0,correct label,base,0,0,0
governance,supreme court,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
economic,"economy,businessman",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"environmental,social cultural","racism,carbon","environmental,social cultural",0,0,0,correct label,0,0,0,0,0,0,correct label,0
economic,"income inequality,economy,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,education","tutor,graduation,school,student,economy","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,"graduation,student"
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,immigration,governance","economy,impeachment,businessman,border","economic,governance,immigration",0,correct label,0,0,0,correct label,0,correct label,0,0,0,0
"economic,education,safety","prison,incarcerated,incarceration",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,environmental,governance,health","health care,care costs,climate crisis,health,income inequality,climate,health care costs","economic,environmental,health,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,0,"care costs,health care,health care costs"
"economic,social programs,education","education,education plan,education regardless","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,"economy,color","economic,social cultural",0,economy,0,0,0,0,0,0,0,0,color,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,businessman,economic,0,businessman,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"social cultural,social programs,education","pre school,education,school,universal access,early education","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"economic,environmental,health","health care,economic,economy,health,climate","economic,environmental,health,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,0,health care
"education,health","health crisis,health,school","education,health",0,0,correct label,0,0,0,correct label,0,0,0,0,0
"social programs,education","education,education plan,school,teachers,universal access","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,education","loans,education system,education,teachers,student","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,"student,education system"
"governance,education","education,education plan","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,education plan
"economic,social programs,education","education,teacher pay","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"social programs,health","health care,health,affordable health,affordable health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"social cultural,economic",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social programs,health","health care,health,affordable health,affordable health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,social cultural",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,social cultural","climate change,climate,racial,economic","economic,environmental,social cultural",0,correct label,0,correct label,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"social cultural,education","graduate,hbcus","education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,"graduate,hbcus"
governance,"impeachment,impeach",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,black,social cultural,0,0,0,0,0,0,0,0,0,0,black,0
"economic,social cultural","black,african american,color,african",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural","racist,sexist,black,economic","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"safety,social cultural,health","black,health care system,health care,addiction,health","health,safety,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,correct label,correct label,"health care system,health care"
no topic,middle class,economic,0,middle class,0,0,0,0,0,0,0,0,0,0
no topic,middle class,economic,0,middle class,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,middle class,economic,0,middle class,0,0,0,0,0,0,0,0,0,0
no topic,middle class,economic,0,middle class,0,0,0,0,0,0,0,0,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural","black,systemic racism,systemic,racism,black america",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
safety,"criminal,criminal justice,criminal justice system",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","discriminatory policies,health","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
safety,"gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"health,social programs","medicare,medicare for all",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"workers,wages",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,latino,social cultural,0,0,0,0,0,0,0,0,0,0,latino,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,foreign policy","cold war,new cold war",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"economic,foreign policy","cold war,new cold war",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social programs","income gap,universal basic,universal basic income,basic income,productivity,middle class","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"economic,social programs","universal basic income,universal basic,basic income",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"economic,social programs","universal basic income,universal basic,basic income",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"economic,foreign policy,military,social programs","income gap,universal basic,military adventurism,universal basic income,basic income,productivity,middle class,cold war,new cold war","economic,foreign policy,social programs",0,correct label,0,0,correct label,0,0,0,0,0,0,correct label
"economic,social programs","universal basic income,universal basic,basic income",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"cold war,new cold war",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"middle class,economy,banks",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social cultural,education",education,education,0,0,correct label,0,0,0,0,0,0,0,0,0
"health,social cultural","health care,assault,health","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,assault,0,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health","getting health,health care,health,health care system","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,"getting health,health care system,health care"
